"","node","degree","betweenness","closeness","eigcent","bdc","diffslc_09","description"
"15","HORVU.MOREX.r2.1HG0001690",4,0,8.78154335649819e-07,2.02782138043554e-05,2.23180617928817,0.223198868321241,"Nuclear inhibitor of protein phosphatase 1"
"16","HORVU.MOREX.r2.1HG0001710",15,14039.125,8.78877312140638e-07,0.00115355034191626,8.31959853380865,0.832998048688589,"V-type proton ATPase proteolipid subunit"
"17","HORVU.MOREX.r2.1HG0001900",6,0,8.78316744719241e-07,5.01844037361637e-05,1.01063563834564,0.101108729797927,"Formin-like protein"
"18","HORVU.MOREX.r2.1HG0001980",25,47016.0769230769,8.78951601518854e-07,0.00115252789347391,4.48317549990013,0.44935482509414,"U-box domain-containing protein 1"
"19","HORVU.MOREX.r2.1HG0002180",7,0,8.77663461303176e-07,0.00490450912306848,4.44614783320947,0.449028841531709,"Tubulin-specific chaperone cofactor E-like protein"
"20","HORVU.MOREX.r2.1HG0002190",13,2,8.77435004395188e-07,0.000205279066685483,3.70824191833489,0.371008942993506,"Ras-like protein"
"21","HORVU.MOREX.r2.1HG0002200",6,0,8.76606755181574e-07,0.00335700543091016,2.44424132248977,0.247445437136797,"Ras-related protein, expressed"
"22","HORVU.MOREX.r2.1HG0002230",3,0,8.78025760908837e-07,0.000667296330634269,0.957015617526914,0.0963021284502622,"12-oxophytodienoate reductase-like protein"
"23","HORVU.MOREX.r2.1HG0002310",4,0,8.77576253002666e-07,5.50892377055882e-05,1.40967516179948,0.141017096493883,"Disease resistance protein"
"24","HORVU.MOREX.r2.1HG0002840",2,1,8.76539558286943e-07,5.2883884668555e-05,0.905263769994117,0.0905739724956134,"ABC transporter ATP-binding protein"
"25","HORVU.MOREX.r2.1HG0002940",3,640.406249999999,8.79175428317775e-07,6.82154955888874e-05,0.802789161547904,0.0803403101008204,"O-methyltransferase"
"26","HORVU.MOREX.r2.1HG0002970",43,79420.756019864,8.78899446824236e-07,4.91494119605595e-06,6.10096459247556,0.610100882694633,"Protein DETOXIFICATION"
"27","HORVU.MOREX.r2.1HG0003010",7,7971,8.78137231845992e-07,0.000435991084971098,2.34137733045979,0.234530125022453,"Transcription initiation factor IIA subunit 2"
"28","HORVU.MOREX.r2.1HG0003070",13,6989,8.77454114083161e-07,0.00022649009378701,8.21441859684556,0.821645700768964,"50S ribosomal protein L22"
"29","HORVU.MOREX.r2.1HG0003210",76,10653.7204483157,8.79068182074725e-07,0.000544235091928763,11.0970299722406,1.11019280880679,"Kinase family protein"
"30","HORVU.MOREX.r2.1HG0003220",1,0,8.77664012368146e-07,0.000495661236215923,0.854576179405447,0.085903713053139,"Ubiquitin-protein ligase, putative"
"31","HORVU.MOREX.r2.1HG0003280",1,0,8.78113947646625e-07,5.53064699969376e-07,0.838139708021108,0.0838144685603408,"Cysteine proteinase"
"32","HORVU.MOREX.r2.1HG0003480",190,137035,8.7895426443441e-07,0.2768523620074,69.287537941703,7.17792091997696,"Pumilio-like protein"
"33","HORVU.MOREX.r2.1HG0003500",8,0,8.78544949106003e-07,6.51523000612644e-05,2.32520035902278,0.232578672972333,"ERD (Early-responsive to dehydration stress) family protein"
"34","HORVU.MOREX.r2.1HG0003600",2,0,8.79055596951526e-07,5.09229457861316e-05,1.65470862394114,0.165516693045321,"NAD(P)-binding rossmann-fold protein"
"35","HORVU.MOREX.r2.1HG0003750",50,356.543686042143,8.78797364393319e-07,0.00100055410297346,8.31627445548244,0.83252794424092,"Rab5-interacting family protein"
"36","HORVU.MOREX.r2.1HG0003980",7,75415.3145861643,8.7898639687089e-07,1.66479777015353e-05,1.75888899599273,0.175903882779204,"Chalcone synthase"
"37","HORVU.MOREX.r2.1HG0004060",188,332973.185271467,8.78957247716109e-07,0.109393224098624,69.3645343344576,7.03490733513452,"Transducin/WD40 repeat protein"
"38","HORVU.MOREX.r2.1HG0004200",1,0,8.74787576959839e-07,7.10317097827858e-05,0.911426145504961,0.0912065430893006,"Mitochondrial import inner membrane translocase subunit tim23"
"39","HORVU.MOREX.r2.1HG0004220",1,0,8.77880549797416e-07,5.99127296066081e-07,0.827657828481477,0.0827663220627141,"Protein phosphatase 2c, putative"
"40","HORVU.MOREX.r2.1HG0004630",5,0,8.77637250630939e-07,8.93229445825218e-05,2.35971598101375,0.2360519887515,"Cation/H(+) antiporter"
"41","HORVU.MOREX.r2.1HG0004680",4,0,8.77680413164053e-07,9.62013776355047e-05,1.54263309514849,0.154349890754721,"Disease resistance protein"
"42","HORVU.MOREX.r2.1HG0004810",10,0,8.78993346902213e-07,0.00480882408244485,3.51604737289942,0.355932678964142,"Actin depolymerizing factor"
"43","HORVU.MOREX.r2.1HG0004830",24,0,8.78038090473604e-07,0.000439960326221,20.9491610401423,2.09531206830783,"Histone H2A"
"44","HORVU.MOREX.r2.1HG0004870",3,0,8.75833692876578e-07,0.000519836103150653,1.15521860494713,0.115989712987548,"Inorganic pyrophosphatase family protein"
"45","HORVU.MOREX.r2.1HG0004900",4,14041,8.76195572618684e-07,8.1604489246224e-07,2.57655088909125,0.257655823349528,"Poly [ADP-ribose] polymerase"
"46","HORVU.MOREX.r2.1HG0005300",2,0,8.77861626514252e-07,1.85624912636372e-05,0.89878564720363,0.0898952709625002,"MORC family CW-type zinc finger protein 4"
"47","HORVU.MOREX.r2.1HG0005340",6,0,8.77818203865338e-07,0.00594293553503405,1.52512571169439,0.157861213150969,"Glucose-6-phosphate isomerase"
"48","HORVU.MOREX.r2.1HG0005400",3,0,8.77868118440026e-07,0.00575918636931945,1.03791585062028,0.108974852794416,"Armadillo/beta-catenin-like repeat protein"
"49","HORVU.MOREX.r2.1HG0005560",4,39.7693322955029,8.78979963289383e-07,6.04948070354054e-07,0.803718882063872,0.0803724326596505,"ERD (Early-responsive to dehydration stress) family protein"
"50","HORVU.MOREX.r2.1HG0005570",1,0,8.76078669399688e-07,3.79649701141357e-05,0.908019419788078,0.0908361104519105,"Calcium-transporting ATPase"
"51","HORVU.MOREX.r2.1HG0006000",3,0,8.77931241556146e-07,0.00438940556305272,0.977178489491585,0.101668313955906,"Alcohol dehydrogenase, putative"
"52","HORVU.MOREX.r2.1HG0006050",48,7064.97333506886,8.78882653090306e-07,0.00408170647636276,11.1214364697203,1.11581718280076,"Cytochrome P450"
"53","HORVU.MOREX.r2.1HG0006100",2,0,8.78336593790344e-07,5.60209877176495e-05,1.67991945176595,0.168042364065541,"Cytochrome P450"
"54","HORVU.MOREX.r2.1HG0006140",1,0,8.76148086161795e-07,6.14812050940481e-08,0.876566869181122,0.0876567422511968,"Intracellular protease 1"
"55","HORVU.MOREX.r2.1HG0006150",25,14040,8.78951385610955e-07,0.000277911669459767,3.94922673953308,0.395172794455821,"Protein DETOXIFICATION"
"56","HORVU.MOREX.r2.1HG0006240",56,7655.11399065979,8.79049128257196e-07,0.00560490217139048,7.84473029522558,0.789517441476809,"Glutathione S-transferase"
"57","HORVU.MOREX.r2.1HG0006250",4,0,8.77331514183655e-07,0.000448807552735281,1.82586785668192,0.182990712465654,"11S globulin seed storage protein 2"
"58","HORVU.MOREX.r2.1HG0006350",36,220.16292516203,8.79075668189787e-07,0.000130127759557578,19.5969517194003,1.95981228692363,"Agamous MADS-box transcription factor"
"59","HORVU.MOREX.r2.1HG0006360",36,28119.2435129774,8.79010275576645e-07,2.69245631286068e-06,18.4616284467334,1.84616526788402,"Agamous MADS-box transcription factor"
"60","HORVU.MOREX.r2.1HG0006370",9,0,8.7903292296014e-07,0.000163225946123176,2.44757134760469,0.24490403811198,"UDP galactose transporter-related protein"
"61","HORVU.MOREX.r2.1HG0006660",19,7020,8.79060511683905e-07,0.000144863262935148,5.65607341468351,0.565737718404993,"Histone-lysine N-methyltransferase"
"62","HORVU.MOREX.r2.1HG0006720",1,0,8.78094656103463e-07,9.61812700034275e-06,0.834595856564616,0.0834682419707618,"MYB transcription factor"
"63","HORVU.MOREX.r2.1HG0007070",4,0,8.78041029549866e-07,3.0978000526614e-05,1.04004482761174,0.104032362961648,"Potassium transporter"
"64","HORVU.MOREX.r2.1HG0007090",13,0,8.79080417537297e-07,0.000117955626009216,2.12487519568007,0.212593679631416,"Cytochrome P450 family protein, expressed"
"65","HORVU.MOREX.r2.1HG0007260",1,0,8.78164591867805e-07,1.42791661477969e-08,0.800929720515968,0.0800929849028463,"Cytochrome b"
"66","HORVU.MOREX.r2.1HG0007670",12,0,8.77032590369372e-07,0.00172470257392683,5.25467098263733,0.527019330580267,"Nuclear pore complex protein Nup107"
"67","HORVU.MOREX.r2.1HG0007850",1,0,8.77401692682927e-07,7.28215864619358e-07,0.832990193618757,0.0832996747561538,"Pentatricopeptide repeat superfamily protein, putative"
"68","HORVU.MOREX.r2.1HG0007880",35,0,8.78808590724998e-07,0.000255244827827695,15.080754572784,1.50830517762345,"Bidirectional sugar transporter SWEET"
"69","HORVU.MOREX.r2.1HG0008020",11,0,8.78905270575215e-07,4.37242707502716e-05,1.48373861462844,0.148413213306519,"keratin-associated protein, putative (DUF819)"
"70","HORVU.MOREX.r2.1HG0008410",2,0,8.78063390826628e-07,2.24277067078904e-05,0.887047580610132,0.0887249429970503,"Transmembrane protein, putative"
"71","HORVU.MOREX.r2.1HG0008940",13,0,8.78842119210703e-07,3.51489904129058e-05,9.10509764496359,0.91054139858773,"F-box family protein"
"72","HORVU.MOREX.r2.1HG0008950",1,0,8.74625116922765e-07,0.000491185499748918,0.958266588885893,0.0962687258383633,"Pyrimidine-specific ribonucleoside hydrolase"
"73","HORVU.MOREX.r2.1HG0009250",12,1,8.78155567994406e-07,8.70556844590042e-05,3.89573278154168,0.389651628270181,"AP2-like ethylene-responsive transcription factor"
"74","HORVU.MOREX.r2.1HG0009310",1,0,1.93977391676309e-08,0,0.910655802698362,0.0910655802698362,"DNA repair RAD51-like protein"
"75","HORVU.MOREX.r2.1HG0009350",5,6407.34716751629,8.79037176392963e-07,5.41083985499613e-07,2.40464860257984,0.240465347233571,"Amino acid transporter, putative"
"76","HORVU.MOREX.r2.1HG0009370",3,640.406249999999,8.79175428317775e-07,6.82154955588832e-05,0.802789161547904,0.0803403101007934,"O-methyltransferase"
"77","HORVU.MOREX.r2.1HG0009580",6,14040,8.77427374507793e-07,0.000148870266886241,2.58069463724067,0.258203446964265,"Disease resistance protein (TIR-NBS-LRR class) family"
"78","HORVU.MOREX.r2.1HG0009630",1,0,8.77412232564443e-07,5.77678946546247e-06,0.855877584950704,0.0855929576055893,"Adenine/guanine permease"
"79","HORVU.MOREX.r2.1HG0009950",1,0,8.69459857383222e-07,4.63936454499766e-05,0.962301075065349,0.0962718617874399,"Ribosome biogenesis regulatory protein-like protein"
"80","HORVU.MOREX.r2.1HG0010080",3,0,8.75947731035254e-07,1.35197912238913e-05,2.83135974665791,0.283148142477893,"Glycosyltransferase"
"81","HORVU.MOREX.r2.1HG0010160",3,0,8.77638124383254e-07,0.00013731253818599,2.06764493096859,0.206888074381227,"LOB domain-containing protein, putative"
"82","HORVU.MOREX.r2.1HG0010520",4,0,8.77309661148302e-07,0.00432335409140935,1.27068657807749,0.130959676490017,"Protein IQ-DOMAIN 1"
"83","HORVU.MOREX.r2.1HG0010770",6,0,8.77656750639738e-07,0.00039905311191268,5.41697384758562,0.542056532559284,"Sugar transporter, putative"
"84","HORVU.MOREX.r2.1HG0010950",2,0,8.7643740134019e-07,5.03675048183774e-05,0.928103930053085,0.092855723759645,"Importin subunit beta-1"
"85","HORVU.MOREX.r2.1HG0010970",12,27,8.78326570700994e-07,0.00156517599400478,4.61852628108768,0.463261286503372,"E3 SUMO-protein ligase SIZ1"
"86","HORVU.MOREX.r2.1HG0011030",6,53526.1095488897,8.79124388614086e-07,7.41582453743344e-05,1.87224498976248,0.187291241397084,"11S globulin seed storage protein"
"87","HORVU.MOREX.r2.1HG0011090",17,0,8.78969116451764e-07,0.00598578288221911,3.05641509010887,0.311028713604884,"Dihydrolipoyl dehydrogenase"
"88","HORVU.MOREX.r2.1HG0011100",52,59339.1105684174,8.79001624228118e-07,0.00386274200728813,22.4833100682571,2.25180747463227,"DNA-directed RNA polymerase subunit N"
"89","HORVU.MOREX.r2.1HG0011150",4,0,8.76989076166689e-07,0.0069568549026002,2.33730902563312,0.239992071975652,"Acyl-CoA dehydrogenase"
"90","HORVU.MOREX.r2.1HG0011180",3,0,8.77915998805782e-07,2.48388817283691e-05,2.52348781089332,0.252371136082888,"p-loop containing nucleoside triphosphate hydrolases superfamily protein"
"91","HORVU.MOREX.r2.1HG0011220",82,0,8.78789245043417e-07,0.225922727500114,44.9368992682336,4.69702038157346,"Polyribonucleotide nucleotidyltransferase"
"92","HORVU.MOREX.r2.1HG0011260",35,0,8.78449326717737e-07,0.00113197970371597,6.84406717433614,0.685425499166958,"Tetraspanin family protein"
"93","HORVU.MOREX.r2.1HG0011560",32,16411.507892194,8.78937352755215e-07,0.000118254699714498,4.99962726002573,0.500069155232316,"Phosphoinositide phospholipase C"
"94","HORVU.MOREX.r2.1HG0011580",32,30166.5540574821,8.78938056653584e-07,0.000112285486691322,4.6720755054708,0.467308607485102,"Phosphoinositide phospholipase C"
"95","HORVU.MOREX.r2.1HG0011610",6,14010.304947808,8.79034125550015e-07,0.00010448597597885,1.01509653567819,0.1016036909462,"ADP-ribosylation factor, putative"
"96","HORVU.MOREX.r2.1HG0011720",12,0,8.78760418257342e-07,0.00073959650012006,4.48253810240638,0.448919447090746,"RRP15-like protein"
"97","HORVU.MOREX.r2.1HG0011940",4,7021.00543478261,8.78983251624825e-07,6.80446369095724e-05,1.48150637329021,0.148211877502239,"Aminotransferase-related family protein"
"98","HORVU.MOREX.r2.1HG0012240",2,0,8.78394185957272e-07,1.59893975065157e-05,0.86209836915328,0.0862242273730839,"ATP-dependent zinc metalloprotease FtsH"
"99","HORVU.MOREX.r2.1HG0012450",3,0,8.75595341222822e-07,0.000470522092174039,2.841144833541,0.284537953237057,"Carotenoid isomerase, putative, expressed"
"100","HORVU.MOREX.r2.1HG0012470",3,0,8.78139344655761e-07,0.00425671480952141,0.969373002738942,0.100768343602463,"Metal tolerance protein"
"101","HORVU.MOREX.r2.1HG0012520",6,0,8.77777743550068e-07,0.000169988822496329,3.13294476101585,0.313447466041832,"Aminotransferase like protein"
"102","HORVU.MOREX.r2.1HG0012580",2,0,8.77305902558063e-07,1.38725400053006e-05,0.978792204432613,0.097891705729266,"BZIP transcription factor"
"103","HORVU.MOREX.r2.1HG0012650",7,0,8.78238876440027e-07,0.00284645057196553,2.11343960588843,0.213905766103612,"RNA polymerase II-associated protein 3"
"104","HORVU.MOREX.r2.1HG0013080",4,0,8.77910940660255e-07,0.0059679293511561,1.08800405395865,0.114171541811905,"Phosphate translocator"
"105","HORVU.MOREX.r2.1HG0013150",13,334.31300675002,8.7899140845229e-07,0.000182952272586964,2.19608251402171,0.219772908447499,"MYB transcription factor"
"106","HORVU.MOREX.r2.1HG0013160",4,7021,8.79047142526206e-07,0.0003092797234846,1.66882980027808,0.167161331778945,"Nitrogen regulatory protein P-II-like protein"
"107","HORVU.MOREX.r2.1HG0013190",7,0,8.77511061143941e-07,0.000118654688152011,5.36431877951828,0.536538667171164,"Protein kinase"
"108","HORVU.MOREX.r2.1HG0013310",3,0,8.78191658366961e-07,1.47669240172653e-06,0.932425591067675,0.093243888129929,"Protein phosphatase 2C-like protein"
"109","HORVU.MOREX.r2.1HG0013320",3,0,8.78290011173074e-07,0.0061138600569855,1.04101071993357,0.109603546044644,"RNA polymerase II subunit B1 CTD phosphatase RPAP2, putative"
"110","HORVU.MOREX.r2.1HG0013380",6,0,8.78241054076106e-07,0.00317324276237037,2.64933071758773,0.267788990244906,"Auxin influx transporter"
"111","HORVU.MOREX.r2.1HG0013890",1,0,8.77615874751082e-07,0.000511829561251593,0.856356437007923,0.0860962903059187,"Peptide chain release factor 1"
"112","HORVU.MOREX.r2.1HG0013930",21,21887.9946492829,8.78953679134387e-07,4.30891127123271e-05,7.37795183503343,0.737833963704783,"Non-specific serine/threonine protein kinase"
"113","HORVU.MOREX.r2.1HG0013960",21,8608.34983457698,8.78952575971472e-07,5.45812130034049e-05,7.5522056316956,0.755269686261263,"Non-specific serine/threonine protein kinase"
"114","HORVU.MOREX.r2.1HG0014060",3,0,8.7828139272935e-07,0.00478055399467555,1.0022095715002,0.104523455745228,"ABC transporter B family protein"
"115","HORVU.MOREX.r2.1HG0014190",3,55127.3901373417,8.78839634337079e-07,8.3691026884871e-06,0.90409247554326,0.0904167797467456,"Chitinase"
"116","HORVU.MOREX.r2.1HG0014210",22,0,8.78111286191899e-07,0.00177953298877623,8.24770390220666,0.826371969910564,"Bushy growth protein"
"117","HORVU.MOREX.r2.1HG0014310",35,608.147771714699,8.78977167398791e-07,0.0184929066333416,3.72326042668941,0.388969658638948,"Histone H4"
"118","HORVU.MOREX.r2.1HG0014550",12,6997,8.78008300296841e-07,0.00294669158071824,5.15999166191959,0.518651188614605,"RNA-binding family protein"
"119","HORVU.MOREX.r2.1HG0014600",1,0,8.78052396407807e-07,0.000115134310902759,0.838416600222662,0.0839452809020786,"Dehydrogenase"
"120","HORVU.MOREX.r2.1HG0014990",2,0,8.74414637299554e-07,0.00387720134158225,1.13780358303486,0.11726983951091,"N-acetyltransferase, putative"
"121","HORVU.MOREX.r2.1HG0015010",14,0,8.7748381436786e-07,0.000857848598202998,5.94250587141253,0.595022650879636,"Aminotransferase"
"122","HORVU.MOREX.r2.1HG0015020",3,0,8.78198286443136e-07,0.00394509151014345,0.957213883221348,0.0992719706812639,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein, putative"
"123","HORVU.MOREX.r2.1HG0015100",78,46930.3499181932,8.78934627687972e-07,0.00109614028702203,22.8756155629762,2.28854808255594,"Mitogen-activated protein kinase"
"124","HORVU.MOREX.r2.1HG0015140",2,0,8.7572660623656e-07,6.24145210212699e-05,1.02132585904567,0.102188758973486,"Transducin/WD-like repeat-protein"
"125","HORVU.MOREX.r2.1HG0015150",3,0,8.78105299262678e-07,0.000451602516764505,1.10235410486571,0.110641852751659,"O-acyltransferase"
"126","HORVU.MOREX.r2.1HG0015580",1,0,8.77927901278606e-07,5.70899228097854e-07,0.842594592248723,0.0842599730341776,"Serine/threonine-protein phosphatase"
"127","HORVU.MOREX.r2.1HG0015630",5,0.00543478260869565,8.78949786408671e-07,0.000253512747969332,1.33734264503202,0.133962425976375,"Ankyrin repeat domain protein, putative"
"128","HORVU.MOREX.r2.1HG0015640",8,0,8.77029621095481e-07,0.000955651240151554,2.77512258291876,0.278372344408012,"DNA repair helicase"
"129","HORVU.MOREX.r2.1HG0015850",7,0,8.77624870846779e-07,0.00546481029662875,3.58321471720554,0.36323980098752,"Sucrose-phosphatase"
"130","HORVU.MOREX.r2.1HG0015880",2,0,8.77755774377731e-07,1.57793051110694e-05,0.925948017575785,0.0926090031321785,"Protein VERNALIZATION INSENSITIVE 3"
"131","HORVU.MOREX.r2.1HG0015910",1,0,8.7525118757211e-07,6.01833364894469e-06,0.939199651774121,0.0939253816776962,"GDSL esterase/lipase"
"132","HORVU.MOREX.r2.1HG0015920",6,7018,8.79004886747731e-07,5.59364596920562e-05,3.08970163679319,0.309020506493042,"SAD1/UNC-84 domain protein, putative"
"133","HORVU.MOREX.r2.1HG0015930",5,0,8.77234430929936e-07,2.85176792164347e-05,3.18640590237273,0.318666256148568,"Pentatricopeptide repeat superfamily protein"
"134","HORVU.MOREX.r2.1HG0015950",11,0,8.77100713700571e-07,0.0265338753831769,9.14979528089827,0.938860015934686,"Nucleolar MIF4G domain-containing protein 1"
"135","HORVU.MOREX.r2.1HG0016020",1,0,8.77317187804233e-07,0.00189476813397247,0.863901925044326,0.0880954838250078,"Nodulin-like / Major Facilitator Superfamily protein"
"136","HORVU.MOREX.r2.1HG0016410",35,588.435059528635,8.78979580655867e-07,0.0156796983795536,3.58516646880442,0.372628375422041,"Histone H4"
"137","HORVU.MOREX.r2.1HG0016480",1,0,8.77310158954905e-07,1.25538513997287e-06,0.858229746089283,0.0858241044555543,"Endo-1,31,4-beta-D-glucanase"
"138","HORVU.MOREX.r2.1HG0016720",11,2391,8.78865009256719e-07,3.12609141509526e-05,1.87339464972304,0.187367599795039,"Sodium/hydrogen exchanger"
"139","HORVU.MOREX.r2.1HG0016740",14,42752.2845709236,8.78957913693835e-07,2.23786094311118e-06,2.34180729601476,0.234182743676325,"Transcription factor basic helix-loop-helix"
"140","HORVU.MOREX.r2.1HG0016770",1,0,8.76006150917847e-07,1.0241970451976e-06,0.878943003656686,0.0878952221430092,"4-hydroxy-tetrahydrodipicolinate reductase"
"141","HORVU.MOREX.r2.1HG0016780",5,0,8.775532997352e-07,0.00483790203302846,1.32457328845734,0.13681144067546,"Asparagine--tRNA ligase"
"142","HORVU.MOREX.r2.1HG0017160",8,7007,8.7892933056043e-07,0.00118144134143989,4.21194340850473,0.422257638057769,"Elongator complex protein 2"
"143","HORVU.MOREX.r2.1HG0017180",1,0,8.78096587868882e-07,1.47946933181222e-05,0.831766857375933,0.0831900009615796,"Xaa-Pro dipeptidase"
"144","HORVU.MOREX.r2.1HG0017200",6,44024.7525660157,8.78992004565918e-07,3.15598289402607e-05,1.07224498976248,0.107252902822294,"Calcium-dependent lipid-binding (CaLB domain) family protein"
"145","HORVU.MOREX.r2.1HG0017460",65,187175.509894908,8.79019040306808e-07,0.011196627637549,25.4886594383583,2.55894290870962,"Cullin-1"
"146","HORVU.MOREX.r2.1HG0017470",47,15233.137857684,8.78891533319308e-07,0.00647088142771867,22.7286209812214,2.27868589140709,"Cullin-1"
"147","HORVU.MOREX.r2.1HG0017530",11,0,8.77803353453783e-07,0.00019549785576993,7.82397662100002,0.782573610170194,"Anaphase-promoting complex subunit 7"
"148","HORVU.MOREX.r2.1HG0017810",41,28552.1481554909,8.78938120363807e-07,0.00391694670355966,11.1705270116949,1.1205779532027,"Chromatin remodeling factor, putative"
"149","HORVU.MOREX.r2.1HG0017830",38,58095.4157396283,8.79013056925051e-07,0.000560196955807756,16.3039836759147,1.63090254485169,"Transport inhibitor response 1"
"150","HORVU.MOREX.r2.1HG0017850",1,0,8.76817320567555e-07,4.65530564149374e-06,0.87792784566163,0.0877969743412403,"ATP-dependent RNA helicase DeaD"
"151","HORVU.MOREX.r2.1HG0017860",3,7021,8.77546351483438e-07,0.0013235274205951,2.02211546874865,0.2034027215534,"Starch synthase family protein"
"152","HORVU.MOREX.r2.1HG0017920",1,0,8.76786825217002e-07,7.33284539769303e-06,0.883673298406719,0.0883739294015298,"Pathogenesis-related thaumatin family protein"
"153","HORVU.MOREX.r2.1HG0017990",11,14041,8.78056686975719e-07,0.0016754857141252,4.03173447644518,0.404681384787231,"Bifunctional protein FolD"
"154","HORVU.MOREX.r2.1HG0018010",9,0,8.78339478515289e-07,0.000456332774238007,4.18556602603747,0.418967302100561,"Histidine--tRNA ligase"
"155","HORVU.MOREX.r2.1HG0018040",165,13066.3898895386,8.79059385752993e-07,0.912994175898778,105.379011477878,11.3595959060967,"40S ribosomal protein S4"
"156","HORVU.MOREX.r2.1HG0018070",10,0,8.78989767806966e-07,0.00159525572998453,5.31120407609846,0.532556137766832,"Translocator protein-like protein"
"157","HORVU.MOREX.r2.1HG0018440",10,0,8.78412983875931e-07,0.0028496589797384,7.50638294596568,0.753202987678332,"Phenylalanine ammonia-lyase"
"158","HORVU.MOREX.r2.1HG0018500",3,0,8.77761568685295e-07,0.00598083109049367,1.03942351155628,0.109325099137072,"Gamma-tubulin complex component"
"159","HORVU.MOREX.r2.1HG0018510",150,515472.499895785,8.79056728826142e-07,0.0747698088405622,38.0895649379769,3.87624932175419,"RAN guanine nucleotide release factor"
"160","HORVU.MOREX.r2.1HG0018700",2,0,8.75490810473448e-07,0.000193154858584843,0.976760541579945,0.0978498935307208,"Serine/threonine-protein phosphatase"
"161","HORVU.MOREX.r2.1HG0018750",35,653.186964290538,8.78986041995294e-07,0.00679609805559853,3.16488101494912,0.322604589744951,"Histone H4"
"162","HORVU.MOREX.r2.1HG0018770",4,0,8.76639268142589e-07,0.000277699150837087,1.7955768272959,0.179807611965344,"Leucine aminopeptidase, putative"
"163","HORVU.MOREX.r2.1HG0018780",1,0,1.94004414428774e-08,0,0.867907591867158,0.0867907591867158,"Small nuclear ribonucleoprotein"
"164","HORVU.MOREX.r2.1HG0018910",119,0.186970194148209,8.79011824360344e-07,0.873368685862338,89.7225639209048,9.75828820936659,"60S ribosomal protein L18-like protein"
"165","HORVU.MOREX.r2.1HG0018930",3,0,8.77992203906967e-07,7.3188440768446e-05,1.52481158028937,0.152547027625629,"Ethylene receptor"
"166","HORVU.MOREX.r2.1HG0019030",8,7021,8.78291015281641e-07,0.000183219385376483,3.97799829037289,0.397964726484128,"Fe/S biogenesis protein nfuA"
"167","HORVU.MOREX.r2.1HG0019110",10,0,8.78834464478547e-07,0.00254517287841658,2.14653158392615,0.21694381398319,"Disulfide-isomerase"
"168","HORVU.MOREX.r2.1HG0019150",9,0,8.78381253858448e-07,0.0033605638536966,5.62642851536339,0.565667359004666,"Peroxisomal membrane (Mpv17/PMP22) family protein"
"169","HORVU.MOREX.r2.1HG0019270",3,0,8.77120336108361e-07,0.00146440790005036,2.10424823248357,0.211742790358402,"Chaperone protein dnaJ, putative"
"170","HORVU.MOREX.r2.1HG0019290",9,0,8.78940550428937e-07,0.000289389232421847,2.52665095832968,0.252925546142148,"Tubulin beta chain"
